OntologyID,Class,Instance
,machine_learning_algorithm,Self-Organizing Map
,machine_learning_algorithm,SOM
,machine_learning_algorithm,Locally Weighted Learning
,machine_learning_algorithm,Support Vector Machine
,machine_learning_algorithm,SVM
,machine_learning_algorithm,Classification and Regression Tree
,machine_learning_algorithm,CART
,machine_learning_algorithm,Iterative Dichotomiser 3
,machine_learning_algorithm,ID3
,machine_learning_algorithm,C4.5
,machine_learning_algorithm,C5.0
,machine_learning_algorithm,Chi-squared Automatic Interaction Detection
,machine_learning_algorithm,CHAID
,machine_learning_algorithm,Decision Stump
,machine_learning_algorithm,M5
,machine_learning_algorithm,Conditional Decision Tree
,machine_learning_algorithm,Naive Bayes
,machine_learning_algorithm,Gaussian Naive Bayes
,machine_learning_algorithm,Multinomial Naive Bayes
,machine_learning_algorithm,Averaged One-Dependence Estimator
,machine_learning_algorithm,Bayesian Belief Network
,machine_learning_algorithm,Bayesian Network
,machine_learning_algorithm,k-Means
,machine_learning_algorithm,k-Medians
,machine_learning_algorithm,Expectation Maximisation
,machine_learning_algorithm,Hierarchical Clustering
,machine_learning_algorithm,Perceptron
,machine_learning_algorithm,Multilayer Perceptron
,machine_learning_algorithm,MLP
,machine_learning_algorithm,Back-Propagation
,machine_learning_algorithm,Hopfield Network
,machine_learning_algorithm,Radial Basis Function Network
,machine_learning_algorithm,Convolutional neural network
,machine_learning_algorithm,CNN
,machine_learning_algorithm,convnet
,machine_learning_algorithm,Recurrent neural network
,machine_learning_algorithm,RNN
,machine_learning_algorithm,Long short-term memory
,machine_learning_algorithm,LSTM
,machine_learning_algorithm,Gated recurrent unit
,machine_learning_algorithm,GRU
,machine_learning_algorithm,Generative adversarial network
,machine_learning_algorithm,GAN
,machine_learning_algorithm,Resnet
,machine_learning_algorithm,Variational autoencoder
,machine_learning_algorithm,VAE
,machine_learning_algorithm,Gamma-ray burst coordinates network
,machine_learning_algorithm,Auto-Encoder
,machine_learning_algorithm,Transformer
,machine_learning_algorithm,BERT
,machine_learning_algorithm,XLNet
,machine_learning_algorithm,AlexNet
,machine_learning_algorithm,Inception
,machine_learning_algorithm,ALBERT
,machine_learning_algorithm,Roberta
,machine_learning_algorithm,SciBERT
,machine_learning_algorithm,Principal Component Analysis
,machine_learning_algorithm,PCA
,machine_learning_algorithm,Principal Component Regression
,machine_learning_algorithm,Partial Least Squares Regression
,machine_learning_algorithm,Sammon Mapping
,machine_learning_algorithm,Multidimensional Scaling
,machine_learning_algorithm,Projection Pursuit
,machine_learning_algorithm,Linear Discriminant Analysis
,machine_learning_algorithm,LDA
,machine_learning_algorithm,Mixture Discriminant Analysis
,machine_learning_algorithm,Quadratic Discriminant Analysis
,machine_learning_algorithm,Flexible Discriminant Analysis
,machine_learning_algorithm,Bootstrapped Aggregation
,machine_learning_algorithm,Bagging
,machine_learning_algorithm,Adaboost
,machine_learning_algorithm,Weighted Average
,machine_learning_algorithm,Blending
,machine_learning_algorithm,Stacked Generalization
,machine_learning_algorithm,Stacking
,machine_learning_algorithm,Gradient Boosting Machine
,machine_learning_algorithm,Random Forest
,application_area,NER
,application_area,Named-entity recognition
,application_area,Computational Lexicology
,application_area,Computational Morphology
,application_area,Computational Phonology
,application_area,Computational Semantics
,application_area,Computational Syntax
,application_area,Dialectometrics
,application_area,Dialogue Systems
,application_area,Distributional Hypothesis
,application_area,Information Extraction
,application_area,Lexical Acquisition
,application_area,Machine Translation
,application_area,Natural Language Generation
,application_area,Natural Language Understanding 
,application_area,Natural Language Processing
,application_area,NLP
,application_area,NLU
,application_area,Multiword Expressions
,application_area,Parsing
,application_area,Part-of-speech tagging
,application_area,POS tagging
,application_area,Question Answering
,application_area,QA
,application_area,Semantics
,application_area,Speech Processing
,application_area,Statistical Semantics
,application_area,Text Categorization
,application_area,Textual Entailment and Natural Language Inference
,application_area,Text Summarization
,application_area,Word Sense Disambiguation
,application_area,WSD
,application_area,Image Classification
,application_area,Object Localization
,application_area,Object Detection
,application_area,Segmentation
,application_area,Image Style Transfer
,application_area,Image Colorization
,application_area,Image Reconstruction
,application_area,Image Super-Resolution
,application_area,Image Synthesis
,application_area,Query parsing
,application_area,Query processing
,application_area,Query expansion
,application_area,Query intent classification
,application_area,Robot
,application_area,Robotic Actuation
,application_area,Robotic sensing
,application_area,Robotic manipulation
,application_area,Robotic locomotion
,application_area,Robotic navigation
,application_area,Human-robot interaction
,application_area,Speaker identification
,application_area,Voice user interfaces
,application_area,Speech-to-text processing
,technique,Stochastic Gradient Descent
,technique,SGD
,technique,RMSProp
,technique,Adam
,technique,Adadelta
,technique,Adagrad
,technique,AdamW
,technique,AdaMax
,technique,Kalman-based Stochastic Gradient Descent
,technique,Second-Order Methods
,technique,Learning rate decay
,technique,Drop out
,technique,Cross validation
,technique,Leave one out
,technique,Batch Normalization
,technique,Masking
,technique,Regularization
,technique,Adversarial attacks
,technique,Adversarial training
,technique,Data augmentation
,technique,Cross entropy loss
,technique,L2-loss
,technique,Logarithmic loss
,technique,Area Under its Curve
